,Date,Town,State/Province,Latitude,Longitude,Number,Image
475,8/30/2020,New Ringgold,PA,40.6,-76,64,
476,8/29/2020,Harrisville,MI,44.6,-83.3,146,
477,8/29/2020,Kincardine,ON,44.3,-81.6,100,
478,8/29/2020,New Ringgold,PA,40.6,-76,6,
479,8/27/2020,Rapid River,MI,45.7,-87,100,
480,8/27/2020,New Ringgold,PA,40.6,-76,5,
481,8/25/2020,Newcastle,ON,43.9,-78.6,100,
482,8/24/2020,Thief River Falls,MN,48.1,-96.4,50,
483,8/24/2020,New Ringgold,PA,40.6,-76,11,
484,8/23/2020,Parshall,ND,48,-102,300,
485,8/23/2020,Max,ND,48,-101.3,500,
486,8/23/2020,New Ringgold,PA,40.6,-76,7,
487,8/22/2020,Barnesville,MN,46.7,-96.4,99,
488,8/22/2020,New Ringgold,PA,40.6,-76,17,
489,8/21/2020,Barnesville,MN,46.7,-96.4,70,
490,8/21/2020,New Ringgold,PA,40.6,-76,8,
491,8/20/2020,New Ringgold,PA,40.6,-76,4,
492,8/18/2020,New Ringgold,PA,40.6,-76,3,
493,8/17/2020,New Ringgold,PA,40.6,-76,7,
494,8/15/2020,New Ringgold,PA,40.6,-76,6,
